"customer_id";"first_name";"last_name";"gender";"DOB";"job_title";"job_industry_category";"wealth_segment";"deceased_indicator";"owns_car";"address";"postcode";"state";"country";"property_valuation"
"159";"Arin";"Matskevich";"Male";"1987-05-12";"Research Nurse";"Health";"Affluent Customer";"N";"No";"65105 Sommers Pass";"3016";"VIC";"Australia";"10"
"160";"Wake";"Durning";"Male";"1964-07-15";"Registered Nurse";"Health";"Mass Customer";"N";"No";"2054 Sommers Pass";"4113";"QLD";"Australia";"4"
"161";"Tadd";"Bloss";"Male";"1976-01-21";"";"n/a";"Mass Customer";"N";"No";"22371 Miller Trail";"2032";"NSW";"Australia";"10"
"162";"Port";"Acuna";"Male";"1979-08-12";"Nurse Practicioner";"IT";"Mass Customer";"N";"No";"35807 Oneill Way";"4300";"QLD";"Australia";"4"
"163";"Kessia";"Helder";"Female";"1976-09-06";"Librarian";"Entertainment";"High Net Worth";"N";"Yes";"75612 Clarendon Junction";"4352";"QLD";"Australia";"6"
"164";"Aarika";"Van Vuuren";"Female";"1999-08-07";"Senior Editor";"Retail";"Affluent Customer";"N";"Yes";"16 Golf View Center";"3020";"VIC";"Australia";"6"
"165";"Aldon";"Roelofs";"Male";"1984-03-25";"Administrative Officer";"Argiculture";"Mass Customer";"N";"Yes";"93 Iowa Junction";"2116";"NSW";"Australia";"9"
"166";"Elston";"Oleszczak";"Male";"1955-06-12";"Structural Analysis Engineer";"Manufacturing";"Affluent Customer";"N";"No";"48 Cascade Terrace";"3057";"VIC";"Australia";"8"
"167";"Nathalie";"Tideswell";"Female";"1969-10-27";"";"Health";"High Net Worth";"N";"Yes";"13950 Jackson Avenue";"2099";"NSW";"Australia";"11"
"168";"Reggie";"Broggetti";"U";"";"General Manager";"IT";"Affluent Customer";"N";"Yes";"35386 Mockingbird Road";"3749";"VIC";"Australia";"4"
"169";"Alfy";"Bruhnke";"Male";"1957-10-19";"Data Coordiator";"Telecommunications";"High Net Worth";"N";"Yes";"2 Randy Point";"2766";"NSW";"Australia";"8"
"170";"Jammal";"Gever";"Male";"1975-06-02";"Pharmacist";"Health";"High Net Worth";"N";"No";"6898 Redwing Park";"2148";"NSW";"Australia";"9"
"171";"Halli";"Davidoff";"Female";"1970-12-04";"Assistant Manager";"Manufacturing";"Mass Customer";"N";"No";"52273 Bay Place";"3145";"VIC";"Australia";"11"
"172";"Hilton";"Carney";"Male";"1988-09-12";"Editor";"Manufacturing";"Affluent Customer";"N";"Yes";"272 Montana Avenue";"2021";"NSW";"Australia";"8"
"173";"Ebba";"Hanselmann";"Female";"1997-01-02";"General Manager";"Health";"Affluent Customer";"N";"No";"82520 Mifflin Drive";"2333";"NSW";"Australia";"5"
"174";"Catie";"Tosspell";"Female";"1989-11-26";"Food Chemist";"Health";"Mass Customer";"N";"No";"8 Dixon Parkway";"2783";"NSW";"Australia";"7"
"175";"Templeton";"Hambrook";"Male";"1975-11-28";"Quality Engineer";"Manufacturing";"Affluent Customer";"N";"No";"4 Dayton Terrace";"2280";"NSW";"Australia";"9"
"176";"Angelo";"Clayal";"Male";"1992-04-13";"Accountant I";"Property";"Mass Customer";"N";"No";"216 Barnett Junction";"4120";"QLD";"Australia";"8"
"177";"Ondrea";"Pablos";"Female";"1989-11-09";"Professor";"Financial Services";"High Net Worth";"N";"No";"8256 Annamark Court";"3638";"VIC";"Australia";"1"
"178";"Matthieu";"Bertelmot";"Male";"1967-04-03";"";"n/a";"Affluent Customer";"N";"No";"83012 Dapin Lane";"4300";"QLD";"Australia";"4"
"179";"Esteban";"Sewill";"Male";"1966-05-11";"Environmental Tech";"Manufacturing";"High Net Worth";"N";"Yes";"8 Haas Park";"2074";"NSW";"Australia";"10"
"180";"Trisha";"Neasham";"Female";"1971-09-17";"Web Designer III";"Argiculture";"Affluent Customer";"N";"No";"50 Meadow Ridge Way";"2880";"NSW";"Australia";"1"
"181";"Pavla";"Braunle";"Female";"1982-11-21";"Senior Editor";"Manufacturing";"Mass Customer";"N";"No";"3567 Northfield Lane";"2430";"NSW";"Australia";"5"
"182";"Lydon";"Dahlman";"Male";"1992-11-20";"Sales Associate";"Financial Services";"Affluent Customer";"N";"Yes";"0059 Brentwood Road";"4560";"QLD";"Australia";"7"
"183";"Dannie";"Hissie";"Female";"1997-08-05";"Geologist III";"Retail";"Affluent Customer";"N";"No";"0274 Oneill Alley";"2088";"NSW";"Australia";"10"
"184";"Nappie";"Paolo";"Male";"1971-12-13";"Marketing Manager";"Manufacturing";"High Net Worth";"N";"Yes";"4179 Carioca Terrace";"2220";"NSW";"Australia";"11"
"185";"Crosby";"Walcot";"Male";"1979-12-13";"";"Property";"Mass Customer";"N";"Yes";"59265 Sullivan Junction";"3031";"VIC";"Australia";"4"
"186";"Mireielle";"Jeppe";"Female";"1974-05-06";"Software Test Engineer I";"Financial Services";"Mass Customer";"N";"No";"7 Warbler Point";"2250";"NSW";"Australia";"9"
"187";"Pincas";"Ather";"Male";"1954-01-28";"Structural Engineer";"n/a";"Mass Customer";"N";"No";"3 Buell Park";"2261";"NSW";"Australia";"7"
"188";"Audry";"Seine";"Female";"1975-06-22";"Safety Technician II";"Property";"High Net Worth";"N";"Yes";"0 Bay Center";"3196";"VIC";"Australia";"6"
"189";"Umberto";"Torricella";"Male";"1981-07-19";"Safety Technician I";"Financial Services";"Affluent Customer";"N";"No";"10878 Waywood Way";"4352";"QLD";"Australia";"7"
"190";"Hayley";"Girardengo";"Female";"1979-02-04";"Registered Nurse";"Health";"Affluent Customer";"N";"No";"362 Mayer Terrace";"4680";"QLD";"Australia";"5"
"191";"Christopher";"Heining";"Male";"1960-04-27";"Help Desk Operator";"n/a";"Affluent Customer";"N";"Yes";"43 Upham Crossing";"3143";"VIC";"Australia";"9"
"192";"Goldi";"Osler";"Female";"1978-11-19";"Junior Executive";"Health";"Mass Customer";"N";"Yes";"0 Superior Drive";"2747";"NSW";"Australia";"8"
"193";"Foss";"Hardes";"Male";"1964-07-22";"Recruiting Manager";"Manufacturing";"Mass Customer";"N";"Yes";"8890 Golden Leaf Street";"2063";"NSW";"Australia";"12"
"194";"Ursala";"Ferrai";"Female";"1974-11-16";"Web Developer III";"Financial Services";"Affluent Customer";"N";"No";"5484 Hagan Crossing";"3021";"VIC";"Australia";"7"
"195";"Talyah";"Rylatt";"Female";"1958-11-14";"Project Manager";"Manufacturing";"Mass Customer";"N";"No";"7451 Jana Lane";"2138";"NSW";"Australia";"8"
"196";"Swen";"Odhams";"Male";"1966-02-22";"Programmer Analyst II";"Manufacturing";"High Net Worth";"N";"No";"7 Havey Point";"4005";"QLD";"Australia";"2"
"197";"Avis";"";"Female";"1977-01-27";"";"n/a";"High Net Worth";"N";"No";"32 Steensland Plaza";"2233";"NSW";"Australia";"9"
"198";"Vanya";"Gumb";"Female";"1981-11-29";"Assistant Media Planner";"Entertainment";"Mass Customer";"N";"No";"107 Elmside Parkway";"4811";"QLD";"Australia";"5"
"199";"Verla";"Alven";"Female";"1978-02-13";"Junior Executive";"Health";"Mass Customer";"N";"Yes";"2 Gina Junction";"2085";"NSW";"Australia";"11"
"200";"Hube";"Weald";"Male";"1957-02-04";"Physical Therapy Assistant";"Property";"Affluent Customer";"N";"Yes";"4 Londonderry Lane";"3084";"VIC";"Australia";"10"
"201";"Salem";"Huie";"Male";"1966-04-20";"Design Engineer";"Manufacturing";"Mass Customer";"N";"Yes";"39716 Vera Junction";"3170";"VIC";"Australia";"9"
"202";"Audie";"Pillinger";"Female";"1963-06-24";"Librarian";"Entertainment";"Affluent Customer";"N";"Yes";"183 Ronald Regan Street";"2066";"NSW";"Australia";"9"
"203";"Donovan";"Conry";"Male";"1964-01-13";"Senior Quality Engineer";"Argiculture";"Mass Customer";"N";"Yes";"2 Thierer Road";"4113";"QLD";"Australia";"8"
"204";"Thorny";"Hackworth";"Male";"1976-10-01";"Editor";"Financial Services";"Mass Customer";"N";"No";"056 Stone Corner Alley";"4078";"QLD";"Australia";"7"
"205";"Rolfe";"Kellard";"Male";"1958-12-01";"Administrative Assistant II";"Financial Services";"Mass Customer";"N";"Yes";"528 Mandrake Crossing";"2222";"NSW";"Australia";"11"
"206";"Mari";"Chevolleau";"Female";"1954-07-19";"Statistician I";"n/a";"Mass Customer";"N";"Yes";"19969 5th Parkway";"3152";"VIC";"Australia";"9"
"207";"Adena";"Whyman";"Female";"1994-08-10";"";"n/a";"Mass Customer";"N";"No";"78 Rockefeller Park";"2159";"NSW";"Australia";"10"
"208";"Rutter";"Excell";"Male";"1994-10-31";"Office Assistant III";"Property";"High Net Worth";"N";"No";"417 Transport Trail";"4503";"QLD";"Australia";"4"
"209";"Udall";"Bellard";"Male";"1957-08-28";"Analog Circuit Design manager";"n/a";"Affluent Customer";"N";"Yes";"6327 Lunder Crossing";"4655";"QLD";"Australia";"4"
"210";"Albrecht";"Thomasson";"Male";"1963-11-18";"Assistant Manager";"Property";"Mass Customer";"N";"No";"811 Tony Road";"4220";"QLD";"Australia";"9"
"211";"Beitris";"";"Female";"1974-03-04";"VP Marketing";"Manufacturing";"Mass Customer";"N";"Yes";"0 Northport Court";"4012";"QLD";"Australia";"3"
"212";"Nanice";"Ellse";"Female";"2001-11-19";"Desktop Support Technician";"IT";"Affluent Customer";"N";"No";"231 Havey Court";"2153";"NSW";"Australia";"10"
"213";"Lockwood";"Exroll";"Male";"1996-05-14";"Actuary";"Financial Services";"High Net Worth";"N";"Yes";"603 Kenwood Avenue";"2070";"NSW";"Australia";"11"
"214";"Jeramie";"Cellier";"Male";"1957-11-29";"Food Chemist";"Health";"Mass Customer";"N";"No";"09040 Myrtle Parkway";"2015";"NSW";"Australia";"8"
"215";"Debera";"Foxworthy";"Female";"1974-06-24";"Assistant Professor";"Retail";"High Net Worth";"N";"Yes";"05241 Shelley Park";"2776";"NSW";"Australia";"8"
"216";"Cinderella";"Parcall";"Female";"1995-01-12";"Quality Engineer";"Financial Services";"High Net Worth";"N";"Yes";"7 Pankratz Point";"3011";"VIC";"Australia";"8"
"217";"Jeralee";"Quartly";"Female";"1979-12-09";"";"Manufacturing";"High Net Worth";"N";"No";"51 Crescent Oaks Parkway";"2761";"NSW";"Australia";"8"
"218";"Stefa";"Dunnan";"Female";"1993-08-06";"Administrative Officer";"Property";"High Net Worth";"N";"Yes";"49 Emmet Junction";"2015";"NSW";"Australia";"11"
"219";"Markus";"Mughal";"Male";"1964-11-25";"Database Administrator III";"Health";"Mass Customer";"N";"No";"78 Surrey Place";"2502";"NSW";"Australia";"7"
"220";"Jeniffer";"Apark";"Female";"1954-05-10";"Electrical Engineer";"Manufacturing";"High Net Worth";"N";"No";"6236 Summerview Terrace";"2110";"NSW";"Australia";"12"
"221";"Mara";"Bloore";"Female";"1980-03-10";"Tax Accountant";"Manufacturing";"Mass Customer";"N";"No";"682 Sheridan Avenue";"2566";"NSW";"Australia";"9"
"222";"Nev";"Larive";"Male";"1978-09-03";"Clinical Specialist";"Health";"Mass Customer";"N";"No";"04139 Delladonna Place";"2519";"NSW";"Australia";"7"
"223";"Ossie";"Meaton";"Male";"1983-11-26";"VP Sales";"n/a";"Affluent Customer";"N";"Yes";"2 Scott Circle";"2506";"NSW";"Australia";"9"
"224";"Morgun";"Girvan";"Male";"1967-12-03";"Compensation Analyst";"Financial Services";"Affluent Customer";"N";"No";"92253 Kensington Drive";"2209";"NSW";"Australia";"7"
"225";"Brittaney";"Pring";"Female";"1977-03-11";"Pharmacist";"Health";"Affluent Customer";"N";"No";"93 Westend Terrace";"2116";"NSW";"Australia";"10"
"226";"Bondie";"Letty";"Male";"1977-11-11";"Database Administrator IV";"Manufacturing";"Mass Customer";"N";"No";"4 5th Point";"2075";"NSW";"Australia";"11"
"227";"Wendall";"McKeand";"Male";"1973-08-14";"Accountant I";"Entertainment";"Mass Customer";"N";"No";"11667 Blackbird Street";"2226";"NSW";"Australia";"10"
"228";"Lucia";"Pickervance";"Female";"1986-05-25";"Systems Administrator II";"Manufacturing";"High Net Worth";"N";"No";"0 Sommers Circle";"2145";"NSW";"Australia";"9"
"229";"Vaughn";"Lambis";"Male";"1966-03-06";"";"Property";"High Net Worth";"N";"No";"2 Northridge Street";"2508";"NSW";"Australia";"10"
"230";"Maegan";"Scyone";"Female";"1954-06-24";"Internal Auditor";"Property";"High Net Worth";"N";"No";"816 Spohn Center";"2036";"NSW";"Australia";"10"
"231";"Basile";"Winsor";"Male";"1995-08-05";"Design Engineer";"Financial Services";"Mass Customer";"N";"Yes";"98 Service Court";"2018";"NSW";"Australia";"8"
"232";"Zaria";"Koeppke";"Female";"1987-11-11";"Professor";"Retail";"Mass Customer";"N";"No";"6 Morning Park";"3666";"VIC";"Australia";"2"
"233";"Art";"Barwell";"Male";"1986-08-08";"Environmental Tech";"Property";"Mass Customer";"N";"No";"4263 Hanson Place";"2021";"NSW";"Australia";"11"
"234";"Mead";"Alpes";"Female";"1969-08-12";"Chief Design Engineer";"Retail";"High Net Worth";"N";"No";"6159 Katie Street";"2750";"NSW";"Australia";"8"
"235";"Leona";"Phateplace";"Female";"1976-12-26";"Social Worker";"Health";"Mass Customer";"N";"No";"95 Eliot Street";"4514";"QLD";"Australia";"3"
"236";"Tybalt";"Gillingwater";"Male";"1954-10-30";"Research Nurse";"Health";"Affluent Customer";"N";"No";"0 Westend Park";"2525";"NSW";"Australia";"9"
"237";"Reginald";"Dartan";"Male";"1974-03-07";"Account Coordinator";"Property";"High Net Worth";"N";"Yes";"39988 Porter Pass";"4152";"QLD";"Australia";"7"
"238";"Max";"Bilborough";"Male";"1984-02-04";"Programmer III";"n/a";"Mass Customer";"N";"Yes";"0796 Melody Park";"2200";"NSW";"Australia";"9"
"239";"Wells";"Pressman";"Male";"1992-12-13";"Registered Nurse";"Health";"Affluent Customer";"N";"No";"2914 Vahlen Lane";"2250";"NSW";"Australia";"8"
"240";"Gavin";"Fawks";"Male";"1989-07-28";"Administrative Assistant III";"IT";"High Net Worth";"N";"Yes";"65 Kinsman Trail";"3023";"VIC";"Australia";"6"
"241";"Quillan";"Duigan";"Male";"1987-05-09";"Quality Engineer";"Entertainment";"Mass Customer";"N";"No";"07227 Hoard Terrace";"3500";"VIC";"Australia";"1"
"242";"Taite";"Droghan";"Male";"1992-03-20";"Nurse";"Property";"Affluent Customer";"N";"No";"25503 Evergreen Drive";"4300";"QLD";"Australia";"5"
"243";"Barbara";"Croxley";"Female";"1976-09-02";"Teacher";"Manufacturing";"High Net Worth";"N";"Yes";"2 2nd Plaza";"2283";"NSW";"Australia";"4"
"244";"Germayne";"Sperry";"Male";"1974-11-25";"";"Retail";"Affluent Customer";"N";"No";"122 Melrose Drive";"2102";"NSW";"Australia";"10"
"245";"Noell";"Grahlmans";"Female";"2001-09-26";"Associate Professor";"Financial Services";"Affluent Customer";"N";"No";"37024 Anniversary Place";"2204";"NSW";"Australia";"11"
"246";"Binny";"Whight";"Female";"1991-02-28";"Technical Writer";"Manufacturing";"High Net Worth";"N";"No";"91141 Huxley Parkway";"2040";"NSW";"Australia";"10"
"247";"Kristal";"Joysey";"Female";"1983-05-06";"Staff Accountant II";"Financial Services";"High Net Worth";"N";"Yes";"04 Fallview Trail";"2749";"NSW";"Australia";"8"
"248";"Inger";"Eskell";"Female";"1978-04-15";"Clinical Specialist";"Health";"Affluent Customer";"N";"Yes";"8029 Gulseth Center";"2304";"NSW";"Australia";"7"
"249";"D'arcy";"Slay";"Male";"1992-09-13";"Quality Control Specialist";"IT";"High Net Worth";"N";"No";"77248 Columbus Drive";"2340";"NSW";"Australia";"7"
"250";"Kristofer";"";"Male";"1988-04-15";"Legal Assistant";"Health";"Mass Customer";"N";"Yes";"0850 Schmedeman Drive";"3580";"VIC";"Australia";"1"
