customer_id,first_name,last_name,DOB,job_title,deceased_indicator,owns_car,address,postcode,property_valuation,state_id,country_id,gender_id,job_industry_id,wealth_segment_id
1073,Elbertina,Donne,25/02/1980,Associate Professor,N,Yes,12764 Raven Plaza,4020,7,2,0,0,6,1
1074,Griswold,Juett,14/07/1974,Accounting Assistant IV,N,Yes,356 Petterle Way,2193,9,1,0,1,6,2
1075,Cullin,Elcoate,25/07/1967,Administrative Officer,N,No,2827 Fallview Lane,2064,9,1,0,1,5,2
1076,Siegfried,Trattles,06/06/2000,Pharmacist,N,No,7 Del Sol Road,4220,9,2,0,1,3,1
1078,Abe,Pilley,05/06/1976,Executive Secretary,N,No,09 Warbler Court,4152,9,2,0,1,5,3
1079,Dennie,L' Anglois,03/01/1978,Nurse Practicioner,N,No,847 David Hill,4035,8,2,0,1,5,3
1080,Monah,Talbot,26/12/1999,Speech Pathologist,N,Yes,24596 Hoepker Avenue,2322,4,1,0,0,7,3
1081,Marga,Cradduck,21/10/1985,Social Worker,N,No,75 Mesta Hill,4509,7,2,0,0,3,3
1083,Chadd,Fowlds,07/08/1996,VP Product Management,N,No,84741 Scoville Terrace,3029,5,3,0,1,6,1
1084,Serena,Jagson,18/05/1994,Accounting Assistant I,N,No,04328 Rowland Plaza,3441,9,3,0,0,8,1
1085,Lucho,Strafen,12/09/1975,Internal Auditor,N,No,332 Maywood Crossing,3136,9,3,0,1,3,3
1086,Ezechiel,Parnall,21/06/1989,Statistician IV,N,Yes,6026 Graceland Crossing,2121,11,1,0,1,7,3
1087,Lian,Madrell,18/09/1979,Financial Analyst,N,Yes,0 Fremont Court,3023,7,3,0,0,2,3
1088,Andy,Polgreen,21/07/1989,Design Engineer,N,Yes,5515 Artisan Center,3337,3,3,0,0,6,2
1089,Korney,Hess,17/09/1988,Product Engineer,N,No,0 Nevada Pass,2216,10,1,0,0,7,1
1092,Katlin,Creddon,22/08/1935,VP Quality Control,N,No,37 Division Way,2153,9,1,0,0,8,3
1093,Clarita,Penright,13/09/1996,Business Systems Development Analyst,N,No,9623 Fisk Plaza,2164,8,1,0,0,6,1
1094,Shaughn,Salters,27/12/1975,Dental Hygienist,N,No,9419 Homewood Way,2160,9,1,0,1,3,2
1095,Emelda,Gerler,29/08/1958,Project Manager,N,No,26349 Spaight Junction,2756,8,1,0,0,3,3
1096,Jakie,Mungham,29/11/1969,Software Test Engineer I,N,No,1063 Forest Avenue,4510,3,2,0,1,3,2
1097,Gwenora,Grabbam,31/01/1968,Engineer II,N,Yes,548 Dahle Lane,2075,11,1,0,0,2,3
1098,Maure,Crow,01/02/1989,Administrative Assistant IV,N,Yes,4 Barby Road,2647,3,1,0,0,2,3
1099,Jarrett,Maffia,13/01/1975,Tax Accountant,N,Yes,258 Luster Court,2154,10,1,0,1,5,1
1100,Cord,Braundt,02/01/1983,Engineer I,N,No,22669 Lien Center,2565,6,1,0,1,5,3
1101,Haily,McWilliams,22/12/1968,Senior Editor,N,No,9 Autumn Leaf Court,2731,4,1,0,0,6,3
1102,Stephana,Puzey,17/08/1976,Recruiting Manager,N,No,9 Superior Plaza,3185,11,3,0,0,5,1
1103,Glynnis,Sailor,30/01/1978,Financial Advisor,N,Yes,86603 Dexter Road,2164,9,1,0,0,2,2
1104,Jewelle,Pincott,31/12/1959,Programmer III,N,No,8 Ridgeview Park,2323,5,1,0,0,8,3
1105,Sherman,McCusker,10/02/1990,General Manager,N,No,4754 Ramsey Junction,3130,9,3,0,1,6,3
1106,Sibyl,Bigmore,17/12/1962,Software Consultant,N,No,9 Dayton Alley,3757,7,3,0,0,8,3
1107,Maridel,Whitby,17/07/1974,Social Worker,N,No,08 Carey Center,3284,6,3,0,0,3,2
1108,Ginnie,Farriar,06/03/1962,Dental Hygienist,N,No,915 Thackeray Junction,2204,11,1,0,0,3,3
1109,Nestor,Billingsley,01/09/1989,Web Developer II,N,No,515 3rd Road,2037,12,1,0,1,1,2
1110,Lazar,Cherryman,17/03/1991,Information Systems Manager,N,No,184 Roth Pass,4211,7,2,0,1,8,2
1111,Zach,Maynard,04/03/1960,Director of Sales,N,Yes,84 Porter Alley,2153,10,1,0,1,6,2
1113,Dorie,Willock,24/06/1992,Recruiter,N,No,98 Schiller Junction,2747,9,1,0,1,7,3
1114,Evonne,Southan,03/06/1976,Structural Engineer,N,No,20519 Katie Circle,2152,8,1,0,0,8,3
1115,Merola,Stutard,18/01/1970,Account Coordinator,N,Yes,2273 Oneill Place,2118,11,1,0,0,6,2
1116,Tori,Coche,26/06/1974,Assistant Manager,N,Yes,03 6th Alley,2168,9,1,0,0,3,3
1117,Georgena,Guilaem,01/12/1975,Quality Engineer,N,No,8548 Hanover Park,2067,11,1,0,0,6,1
1118,Colline,Coulman,19/12/1975,Sales Representative,N,Yes,4079 Lindbergh Center,3021,8,3,0,0,8,3
1120,Jacquelyn,Rowlinson,31/08/1980,Web Developer IV,N,No,0355 3rd Drive,2118,11,1,0,0,8,1
1121,Dione,Raithby,21/01/1984,Registered Nurse,N,Yes,0182 Esker Center,2759,9,1,0,0,3,3
1124,Eben,Threader,03/02/1965,Health Coach III,N,Yes,81114 7th Place,4869,4,2,0,1,3,1
1125,Raff,Everley,19/01/1990,Software Test Engineer III,N,No,1 Nevada Park,4226,8,2,0,1,4,1
1126,Atlante,Sonley,27/09/1973,Executive Secretary,N,No,6 Buell Point,2062,12,1,0,0,6,3
1127,Elly,Ormshaw,27/02/1991,Physical Therapy Assistant,N,No,4284 Debra Drive,4814,3,2,0,0,2,3
1128,Kirsten,Longman,12/04/1992,Financial Advisor,N,Yes,8 Hansons Street,3076,7,3,0,0,2,3
1130,Juli,Prine,06/12/1964,Sales Associate,N,No,771 Sugar Way,2076,11,1,0,0,6,3
1131,Sigmund,Barkworth,07/08/1956,VP Marketing,N,No,1792 Judy Road,2539,6,1,0,1,6,3
1132,Coriss,Darkott,01/08/1985,Actuary,N,Yes,92 Melvin Hill,2147,9,1,0,0,2,1
1134,Sullivan,Scullion,30/09/1994,Administrative Assistant IV,N,No,6 Dapin Park,4503,6,2,0,1,2,1
1135,Mireielle,Avrasin,03/05/1980,Software Engineer IV,N,Yes,03 Holmberg Park,4127,2,2,0,0,2,3
1136,Ivan,Blackhall,31/08/1977,Executive Secretary,N,No,8587 Graceland Way,2206,10,1,0,1,7,2
1137,Jermayne,Hryniewicki,03/07/1977,Business Systems Development Analyst,N,No,91 Messerschmidt Trail,3162,11,3,0,1,6,3
1138,Elli,Loxdale,21/09/1991,Statistician I,N,Yes,5998 Bayside Terrace,2526,9,1,0,0,8,3
1139,Shellysheldon,Wickey,15/09/1982,Editor,N,Yes,107 Moland Court,2579,5,1,0,1,5,3
1140,Deana,Rathbourne,25/02/1986,Executive Secretary,N,Yes,4439 7th Terrace,2177,9,1,0,0,6,3
1142,Michal,Paiton,07/05/1998,Desktop Support Technician,N,No,0 Scofield Plaza,3201,4,3,0,1,9,3
1143,Goraud,Boissieux,06/03/1955,Office Assistant IV,N,Yes,51152 Brickson Park Crossing,2768,9,1,0,1,3,3
1144,Damon,Phelip,12/12/1996,Environmental Specialist,N,Yes,4668 Coleman Street,2160,5,1,0,1,3,2
1146,Hadleigh,Birley,31/08/1992,Assistant Professor,N,No,1 Raven Junction,4502,4,2,0,1,2,2
1147,Tate,Studholme,09/07/1968,Health Coach II,N,Yes,40570 Acker Alley,2166,9,1,0,1,1,2
1148,Inigo,Ojeda,28/09/1987,Statistician IV,N,No,893 Petterle Trail,4551,10,2,0,1,2,2
1149,Ki,Odo,30/09/1967,Developer III,N,Yes,84 Monument Terrace,4127,4,2,0,0,6,1
1150,Bernelle,Warwick,26/09/1975,Information Systems Manager,N,Yes,0103 Bay Junction,2222,11,1,0,0,2,3
1151,Brena,Amburgy,06/04/1965,VP Product Management,N,Yes,9618 Havey Place,2710,1,1,0,0,0,2
1152,Humfrid,Ducket,23/06/1998,Business Systems Development Analyst,N,Yes,098 Veith Hill,4510,3,2,0,1,2,3
1153,Mirilla,Lothlorien,17/01/1995,Desktop Support Technician,N,Yes,03058 Shoshone Lane,2090,12,1,0,0,3,3
1154,Chase,Youd,24/11/1974,Research Nurse,N,Yes,7975 Browning Plaza,3038,4,3,0,1,3,3
1155,Janetta,Hartrick,15/01/1994,VP Marketing,N,Yes,154 Cambridge Point,3551,8,3,0,0,7,3
1156,Breena,Risebrow,16/10/1997,Marketing Assistant,N,Yes,3 Sachs Point,2250,7,1,0,0,0,3
1157,Saunder,Camerati,03/04/1974,Research Nurse,N,Yes,0386 Mayfield Way,4122,7,2,0,1,3,1
1158,Butch,Geertje,17/02/1985,Senior Quality Engineer,N,Yes,24 Merchant Plaza,3031,10,3,0,1,6,3
1159,Elbert,Bridgement,28/01/1993,Librarian,N,No,353 Oneill Park,3145,9,3,0,1,1,3
1160,Trisha,Nisuis,08/04/1965,Speech Pathologist,N,No,92867 Lukken Lane,3142,9,3,0,0,4,1
1161,Sibylle,Cutsforth,14/01/1977,Senior Quality Engineer,N,No,11 Corscot Plaza,2710,1,1,0,0,8,3
1162,Ambrose,Raiston,13/04/1990,Marketing Assistant,N,Yes,13 Buhler Plaza,2576,8,1,0,1,6,3
1163,Manolo,Dwire,13/11/1981,Cost Accountant,N,Yes,72673 Mayfield Trail,4209,6,2,0,1,2,2
1164,Gilligan,Mowat,09/01/1977,Food Chemist,N,Yes,42739 Moose Pass,3442,8,3,0,0,3,3
1165,Fanni,Wakelin,23/06/1993,Administrative Assistant IV,N,No,3 Atwood Lane,2153,10,1,0,0,2,2
1166,Fannie,Devil,05/12/1972,Quality Control Specialist,N,No,378 Prentice Point,4064,9,2,0,0,3,1
1167,Elberta,Crickett,03/06/1996,Software Test Engineer III,N,No,95 Forest Run Drive,4152,8,2,0,0,3,3
1168,Iosep,Shaddick,16/02/1965,Pharmacist,N,No,20 Main Road,2230,9,1,0,1,3,1
1169,Kessiah,Corden,09/08/1967,Actuary,N,Yes,71 Cherokee Hill,2127,7,1,0,0,2,3
1170,Lari,Rotte,30/11/1964,Assistant Professor,N,Yes,698 Summer Ridge Way,2529,7,1,0,0,4,3
1171,Ilise,Solloway,15/08/1971,Human Resources Manager,N,Yes,79 Grasskamp Center,2170,9,1,0,0,6,1
1172,Smith,Babbs,12/04/1974,Recruiter,N,Yes,6541 Dahle Junction,2212,9,1,0,1,6,3
1173,Gertie,Chaim,02/03/1978,Statistician IV,N,No,858 Swallow Parkway,2150,8,1,0,0,8,2
1175,Paige,Hodgin,22/09/1985,Human Resources Manager,N,No,525 Kedzie Street,4012,8,2,0,1,6,3
1176,Celia,Dockerty,16/01/1976,Software Engineer IV,N,Yes,03890 Logan Court,2747,8,1,0,0,6,1
1177,Bobbette,Pozzi,31/08/1953,Food Chemist,N,Yes,8 Clyde Gallagher Court,4217,8,2,0,0,3,1
1178,Angelo,Byne,26/05/1970,Pharmacist,N,No,62 Elka Terrace,2430,3,1,0,1,3,3
1179,Kerry,Pashenkov,15/08/1988,Media Manager IV,N,Yes,85931 Johnson Alley,3039,6,3,0,1,2,2
1180,Gaye,Quickenden,17/08/1975,Account Representative I,N,No,63588 Clove Court,2017,9,1,0,0,2,1
1181,Brita,Plant,06/06/1978,Tax Accountant,N,No,86 Stang Way,2213,10,1,0,0,0,3
1182,Carolann,Ottiwill,11/01/1975,Data Coordiator,N,Yes,84 Westridge Hill,2061,10,1,0,0,4,3
1183,Joe,Shalliker,14/11/1958,Media Manager II,N,No,53740 Vera Parkway,3644,1,3,0,1,6,1
1184,Auberta,Teodori,07/10/1968,Social Worker,N,No,2 Ramsey Parkway,2104,11,1,0,0,3,3
1185,Xena,Rossbrooke,23/07/2000,VP Product Management,N,Yes,651 Mesta Drive,3173,9,3,0,0,6,3
1186,Brantley,Cecchi,28/05/1977,Help Desk Operator,N,Yes,1 Merrick Parkway,2830,2,1,0,1,5,1
1188,Sally,Cominoli,23/02/1984,Statistician IV,N,Yes,63576 Anzinger Trail,2168,9,1,0,0,6,1
1189,Mart,Bazoche,29/08/1988,Geologist I,N,Yes,05 Charing Cross Plaza,2320,5,1,0,1,3,2
1190,Sib,Gilby,07/09/1968,Assistant Professor,N,Yes,261 Farmco Drive,4118,4,2,0,0,2,1
1191,Merrielle,Vegas,22/05/1996,Director of Sales,N,Yes,0 Northport Hill,3043,8,3,0,0,6,3
1192,Hollyanne,McCarter,12/12/1969,VP Quality Control,N,No,894 Maple Wood Drive,2251,10,1,0,0,5,3
1193,Quintus,Whear,21/01/1986,Safety Technician I,N,No,05 Daystar Lane,2560,8,1,0,1,8,2
1194,Audry,Scurrey,25/03/1992,Junior Executive,N,No,81167 Division Hill,2873,1,1,0,0,9,1
1195,Ally,Folliott,22/03/1978,VP Marketing,N,No,761 Bellgrove Lane,2541,7,1,0,0,9,3
1196,Phillie,Bradforth,19/03/1998,Research Nurse,N,No,614 Shopko Trail,4350,3,2,0,0,3,3
1197,Isobel,Lampett,16/10/1997,Professor,N,Yes,1911 Waxwing Point,2761,9,1,0,0,2,2
1198,Alina,Rickson,30/09/1973,Sales Representative,N,No,0 Kedzie Junction,2155,10,1,0,0,8,2
1199,Ludovico,Bertot,14/06/1958,VP Accounting,N,Yes,0108 Forster Parkway,4017,6,2,0,1,2,1
1200,Hedda,Lathom,30/04/1974,Librarian,N,No,466 Briar Crest Junction,2222,10,1,0,0,1,2
1203,Claresta,Carnier,06/05/1988,Technical Writer,N,No,22619 Schurz Street,2321,4,1,0,0,3,1
1204,Trudy,Huffy,24/03/1971,Senior Developer,N,Yes,61 Kim Avenue,2079,10,1,0,0,5,1
1205,Barton,Baudts,05/06/1978,Business Systems Development Analyst,N,No,12103 Merchant Circle,3072,9,3,0,1,5,1
1206,Lucina,Metcalf,07/05/1978,Paralegal,N,No,3 Porter Center,2230,9,1,0,0,2,3
1207,Mabel,Marousek,25/09/1997,Engineer IV,N,No,7 Luster Trail,2007,8,1,0,0,3,3
1208,Lira,Durn,26/12/1983,Budget/Accounting Analyst IV,N,No,7 Dahle Avenue,2620,9,1,0,0,2,3
1209,Jacky,Jerosch,06/09/1977,Senior Developer,N,Yes,7 Magdeline Trail,3034,10,3,0,1,7,2
1211,Gunar,Petasch,23/07/1978,VP Sales,N,Yes,592 Tennessee Alley,2231,10,1,0,1,2,1
1212,Cindy,Freeborn,24/10/1968,Legal Assistant,N,No,0 American Ash Parkway,3175,7,3,0,0,7,1
1213,Matthieu,Schruur,21/10/1973,Accounting Assistant II,N,No,387 Pawling Drive,2580,4,1,0,1,6,2
1214,Martino,Shalcros,01/05/1989,Internal Auditor,N,No,0 Evergreen Road,3037,7,3,0,1,7,2
1215,Dyann,Turbard,26/02/1967,VP Quality Control,N,No,51529 Cascade Place,3550,4,3,0,0,5,3
1216,Frank,Vallerine,25/06/1959,Software Test Engineer I,N,Yes,457 Ryan Road,3218,7,3,0,0,9,1
1217,Dulcinea,Janssen,19/08/1968,Structural Engineer,N,No,94219 Buell Circle,2020,9,1,0,0,5,2
1220,Paulie,Akerman,08/06/1987,Editor,N,No,81 American Place,2259,6,1,0,1,6,2
1221,Byrom,Draisey,25/09/1995,VP Product Management,N,Yes,2388 Thackeray Place,3130,10,3,0,1,3,2
1222,Barbey,Ville,01/11/1970,Account Executive,N,No,85957 Basil Way,3029,7,3,0,0,7,3
1224,Aundrea,Reisenberg,04/04/1977,Junior Executive,N,No,37 Sutherland Terrace,2830,4,1,0,0,5,3
1225,Arte,Witchell,22/01/1988,Clinical Specialist,N,Yes,7929 Grasskamp Trail,2119,11,1,0,1,3,3
1226,Constantia,Sirr,16/03/1981,Director of Sales,N,Yes,4 Hoard Pass,2153,9,1,0,0,3,3
1227,Carlina,Pencot,30/09/1989,Software Engineer I,N,Yes,2 Dunning Alley,2120,10,1,0,0,4,1
1228,Marti,Bisterfeld,27/04/1962,Senior Cost Accountant,N,No,61949 7th Road,4573,8,2,0,0,2,1
1229,Sebastian,Trass,08/01/2000,GIS Technical Architect,N,Yes,26 Lotheville Court,2085,11,1,0,1,5,1
1231,Aloisia,Shawel,28/07/1973,Social Worker,N,No,67348 Lakewood Gardens Road,2852,2,1,0,0,3,1
1232,Stillmann,Wilfling,12/09/1959,Help Desk Operator,N,No,014 Birchwood Parkway,3030,7,3,0,1,7,1
1234,Rancell,Yven,19/04/1965,Geologist I,N,No,5772 Kennedy Junction,3030,5,3,0,1,6,3
1235,Sharon,Cranage,28/02/1969,Dental Hygienist,N,No,560 Melody Alley,4122,7,2,0,0,3,3
1236,Bryanty,Megarrell,21/05/1974,Web Designer IV,N,Yes,92 Waubesa Center,2760,8,1,0,1,2,2
1237,Junia,Humerstone,31/12/1969,Research Nurse,N,No,359 Kropf Point,2750,9,1,0,0,3,2
1238,Steward,Beedham,01/06/1978,Graphic Designer,N,Yes,75 Scott Place,3806,7,3,0,1,6,1
1240,Pen,Earey,13/05/1965,Sales Associate,N,Yes,3466 Truax Terrace,2127,8,1,0,0,5,3
1241,Lolly,Junkison,22/03/1986,Pharmacist,N,Yes,9 7th Terrace,2155,10,1,0,0,3,1
1242,Bartholomeo,Meeke,04/02/1973,Human Resources Assistant III,N,Yes,65209 Merrick Avenue,4873,2,2,0,1,7,2
1243,Robbert,Blakey,09/08/1953,Research Assistant II,N,No,90351 Duke Junction,4820,1,2,0,1,8,3
1245,Erin,Shawell,31/05/1994,Product Engineer,N,No,7978 Carberry Way,4817,2,2,0,1,5,1
1247,Hildagarde,Eyrl,05/10/1960,Geologist I,N,No,6 Lerdahl Plaza,4519,6,2,0,0,1,1
1248,Genia,Bartel,18/12/1963,General Manager,N,Yes,60320 Emmet Road,4806,4,2,0,0,6,1
1250,Jacklyn,Kewley,02/11/2001,Help Desk Technician,N,No,563 Northport Drive,4701,1,2,0,0,5,3
1251,Codie,Arnecke,01/10/1997,Desktop Support Technician,N,No,8 Eggendart Court,2478,9,1,0,1,7,3
1252,Les,Ellwood,16/01/1965,Recruiting Manager,N,Yes,91336 Spenser Street,4560,6,2,0,1,5,3
1254,Quillan,McDuffie,18/12/1958,Graphic Designer,N,Yes,71 Sundown Circle,4720,1,2,0,1,8,3
1256,Granny,Lukes,11/05/1986,Food Chemist,N,No,23 Hollow Ridge Avenue,4702,2,2,0,1,3,2
1257,Prentiss,MacVicar,19/06/1972,Assistant Professor,N,Yes,16623 Mariners Cove Plaza,4127,2,2,0,1,7,1
1258,Nefen,Ferriere,21/04/1978,Geological Engineer,N,No,884 Shoshone Lane,4670,3,2,0,1,5,3
1259,Emmi,Dymock,24/11/1973,Assistant Professor,N,No,12 Prentice Point,4670,1,2,0,0,2,3
1260,Fremont,Spawton,01/10/1989,Tax Accountant,N,No,7008 Warner Park,4670,2,2,0,1,7,3
1261,Candice,Lohde,16/02/1971,Legal Assistant,N,No,51673 Heffernan Park,4655,3,2,0,0,5,3
1262,Aindrea,MacConchie,07/12/1967,Technical Writer,N,Yes,32 Meadow Ridge Alley,4610,1,2,0,0,6,2
1263,Elliot,Posselow,16/06/1973,Nurse,N,No,37 Clarendon Lane,4655,3,2,0,1,5,1
1265,Kipper,Monck,22/07/1987,Biostatistician I,N,Yes,543 Victoria Park,4702,6,2,0,1,7,3
1267,Leopold,Dainton,03/06/1979,Safety Technician IV,N,Yes,93 Corben Crossing,4506,4,2,0,1,1,1
1269,Ravid,Kilgallon,25/08/1990,Account Coordinator,N,Yes,7928 Mendota Circle,4503,2,2,0,1,7,2
1270,Cullen,Langshaw,27/02/1983,Paralegal,N,No,1075 Raven Place,4512,7,2,0,1,2,1
1271,Jo-anne,Pringer,11/07/1994,Accounting Assistant II,N,Yes,0 Summerview Pass,4511,2,2,0,0,9,3
1273,Hieronymus,Whinray,31/07/1974,General Manager,N,Yes,6659 Kenwood Plaza,4380,1,2,0,1,2,1
1274,Emmerich,Tinkler,16/11/1977,Mechanical Systems Engineer,N,No,41 Knutson Alley,4370,4,2,0,1,5,3
1275,Francisca,Whittek,10/01/1966,General Manager,N,Yes,67396 Roxbury Court,4817,3,2,0,0,3,3
1276,Farrel,Waiting,07/06/1964,Dental Hygienist,N,No,55 Hauk Court,4350,7,2,0,1,3,1
1277,Elias,Gerrie,26/12/1972,Help Desk Technician,N,Yes,131 Tony Road,4213,8,2,0,1,6,3
1278,Betsy,Schruurs,15/11/1998,Pharmacist,N,No,791 Elgar Trail,4340,5,2,0,0,3,1
1279,Burr,Lygoe,12/08/1962,Staff Accountant I,N,No,617 Welch Street,4122,7,2,0,1,2,3
1280,Horacio,Peyntue,24/01/1978,Marketing Assistant,N,Yes,1 Namekagon Plaza,4306,8,2,0,1,5,2
1281,Leighton,Zisneros,07/07/1968,Administrative Assistant III,N,Yes,3 Blaine Road,4306,6,2,0,1,5,1
1282,Garald,Pidler,15/11/1980,Programmer Analyst III,N,Yes,77 Pankratz Plaza,4306,8,2,0,1,1,1
1283,Tory,Minnette,23/08/1994,Clinical Specialist,N,No,4081 Veith Lane,4306,4,2,0,0,3,3
1284,Alexis,Aronov,28/01/1976,Junior Executive,N,No,55 Elgar Park,4306,7,2,0,1,1,1
1285,Tomkin,Fudge,23/05/1973,Office Assistant III,N,Yes,9821 Fair Oaks Trail,4306,1,2,0,1,5,3
1286,Mina,Clawley,28/06/1975,Senior Quality Engineer,N,Yes,19679 Buell Pass,4305,5,2,0,0,5,2
1287,Nicko,Saddleton,23/10/1960,Systems Administrator I,N,Yes,8 Kinsman Alley,4304,2,2,0,1,2,3
1288,Abra,Cuardall,07/10/1979,Desktop Support Technician,N,Yes,9989 Toban Way,4301,3,2,0,0,2,1
1290,Vassily,Ramalho,08/08/1967,VP Marketing,N,Yes,7 Schurz Parkway,4212,7,2,0,1,2,2
1291,Warner,Zuker,16/08/1980,Quality Engineer,N,No,07780 Autumn Leaf Drive,4209,7,2,0,1,3,3
1293,Vidovic,Fretson,07/10/1980,Quality Engineer,N,No,3 Gina Center,4210,7,2,0,1,4,3
1295,Irving,Murton,25/01/1997,Nurse,N,Yes,36072 Lakewood Gardens Court,4051,8,2,0,1,0,3
1296,Essy,Vondrak,11/03/1989,Paralegal,N,Yes,408 Grover Place,4165,9,2,0,0,2,1
1297,Shay,Gimbart,12/02/1981,Social Worker,N,No,392 Ridge Oak Road,4165,7,2,0,1,3,3
1298,Guglielmo,Yele,06/04/1974,Research Nurse,N,No,9 Sugar Junction,4053,7,2,0,1,3,3
1299,Maddy,Aiskovitch,17/01/1977,Media Manager IV,N,No,0917 Golf View Parkway,4217,1,2,0,0,6,1
1300,Sisely,Strelitzer,10/03/1991,Physical Therapy Assistant,N,Yes,16039 Warrior Parkway,4130,7,2,0,0,2,1
1302,Ericka,Eggers,03/05/1998,Biostatistician I,N,Yes,9120 Corry Avenue,4208,7,2,0,0,2,1
1304,Emmy,Lumbly,16/11/1977,Administrative Assistant III,N,No,32 Vidon Point,4118,7,2,0,1,6,2
1305,Averil,Gentiry,01/03/1970,Executive Secretary,N,Yes,515 Bunting Point,4115,8,2,0,1,2,2
1306,Doyle,Oleksinski,12/04/1956,Occupational Therapist,N,Yes,67727 Westerfield Hill,4164,9,2,0,1,3,1
1307,Emlyn,Musgrave,06/09/1970,Dental Hygienist,N,Yes,0 Moland Parkway,4127,7,2,0,0,3,2
1308,Andrey,Conre,27/08/1976,Analog Circuit Design manager,N,Yes,764 Dahle Alley,4115,8,2,0,1,6,1
1309,Adlai,Fabry,22/03/1977,VP Marketing,N,No,72 Shasta Plaza,4152,4,2,0,1,6,3
1310,Keane,Leebeter,20/12/1986,Geological Engineer,N,Yes,210 Esch Park,2452,8,1,0,1,5,2
1311,Sharona,Cunah,06/10/1984,VP Accounting,N,Yes,55326 Fulton Hill,3931,10,3,0,0,2,3
1312,Magda,Baugh,16/07/1994,Food Chemist,N,No,482 Bartelt Junction,4280,7,2,0,0,3,1
1313,Hughie,Laboune,09/02/1986,Analyst Programmer,N,No,58563 Monterey Hill,4300,2,2,0,1,7,3
1314,De,Eilhart,23/02/1970,Clinical Specialist,N,Yes,889 Straubel Way,4055,6,2,0,0,3,3
1316,Steven,Castellaccio,06/03/1990,Recruiter,N,Yes,1988 Bartillon Terrace,4500,3,2,0,1,8,2
1317,Barrett,Lindley,18/01/1973,General Manager,N,Yes,57384 Sycamore Park,4370,6,2,0,1,8,3
1318,Barbe,Assender,17/08/1966,Senior Developer,N,Yes,276 Hoffman Road,4017,8,2,0,0,2,3
1321,Bree,Domenge,05/07/1994,Editor,N,No,0693 Eagan Court,4019,4,2,0,0,0,1
1322,Kathye,Christie,16/10/2001,Data Coordiator,N,Yes,38 Main Park,3188,8,3,0,0,2,3
1323,Kristofor,Mockes,04/04/1988,Account Executive,N,Yes,2 Shasta Street,3977,8,3,0,1,6,2
1324,Randie,Arnowitz,22/02/1978,Web Designer III,N,No,27 Farmco Pass,3806,8,3,0,0,5,3
1325,Ty,Belliard,25/08/1968,Account Executive,N,Yes,9985 Barnett Circle,3940,7,3,0,1,0,2
1326,Goddard,Tinn,23/02/1966,Biostatistician III,N,Yes,60855 Fieldstone Avenue,3939,6,3,0,1,3,1
1327,Sarita,Khosa,25/11/1995,Director of Sales,N,No,2 Dixon Crossing,3910,7,3,0,0,7,1
1328,Stavro,Gargett,02/09/1981,Budget/Accounting Analyst IV,N,Yes,7 Canary Trail,3977,10,3,0,1,4,3
1329,Wendy,Randlesome,15/07/1989,Database Administrator IV,N,No,09653 Golf View Way,3840,2,3,0,0,6,3
1330,Gery,Headrick,02/08/1985,Technical Writer,N,No,433 Mockingbird Center,3840,2,3,0,1,6,1
1331,Edward,Hawkwood,24/03/1987,Tax Accountant,N,No,4 Sycamore Pass,3977,5,3,0,1,9,2
1332,Garek,De la Barre,01/05/1978,Technical Writer,N,Yes,833 Sherman Court,3810,6,3,0,1,6,3
1333,Phillipp,McMonnies,23/08/1973,Compensation Analyst,N,No,0 Fulton Drive,3806,8,3,0,1,2,2
1334,Cicily,Jenks,23/10/1998,Senior Financial Analyst,N,No,02885 Buhler Court,3804,9,3,0,0,2,3
1336,Moise,Inde,13/03/1989,Physical Therapy Assistant,N,Yes,5061 Cottonwood Trail,3765,7,3,0,1,6,3
1337,Damara,Wheatland,08/03/1988,Structural Engineer,N,No,05 Dahle Drive,3757,7,3,0,0,3,3
1338,Giuseppe,Tezure,24/11/1980,Product Engineer,N,No,5063 Shopko Pass,2582,8,1,0,1,6,2
1339,Mariam,Guiel,09/12/1978,Editor,N,No,09 Hagan Pass,3196,8,3,0,0,4,2
1340,Crawford,Dreini,05/11/1977,Statistician I,N,No,87897 Lighthouse Bay Pass,3747,4,3,0,1,6,2
1341,Parry,Rigolle,18/05/1986,Computer Systems Analyst I,N,No,294 Lawn Junction,3677,1,3,0,1,2,1
1343,Creight,Deery,10/12/1979,Dental Hygienist,N,No,9 Logan Drive,3620,2,3,0,1,3,2
1344,Renelle,Tutin,02/11/1995,Tax Accountant,N,No,6002 Del Sol Trail,3630,2,3,0,0,5,3
1345,Jeth,Marien,11/09/1960,Senior Sales Associate,N,No,77 Acker Alley,3151,10,3,0,1,5,3
1346,Woody,Dowthwaite,19/06/1970,Administrative Assistant IV,N,No,38 Hansons Place,3023,7,3,0,1,9,3
1347,Leisha,Signoret,16/12/1977,Help Desk Operator,N,Yes,30 Crescent Oaks Point,3564,2,3,0,0,5,3
1348,Lowe,Hinckes,10/04/1984,VP Sales,N,No,0784 Utah Plaza,3199,7,3,0,1,6,2
1349,Curran,Gush,07/05/1997,Electrical Engineer,N,No,5298 Nevada Circle,3500,1,3,0,1,5,1
1350,Bing,Vicar,30/09/1957,Staff Scientist,N,Yes,0 Ramsey Place,3444,4,3,0,1,8,3
1352,Jerald,Lesly,28/12/1954,Electrical Engineer,N,No,1 Bayside Pass,3076,8,3,0,1,5,2
